72.3200	42.9536
97.4003	38.3140
91.1299	39.5243
84.8603	40.5329
-55.8100	-33.4295
42.9415	-21.4644
36.6719	-22.7641
30.4016	-24.0019
49.2119	-19.9172
-47.8397	-28.4371
-60.3800	-26.0164
-54.1100	-27.1595
24.1316	-25.0540
-7.2190	-20.3414
-13.4890	-22.2387
-19.7590	-23.6463
-0.9493	-19.7293
17.8612	-23.5239
11.5909	-22.0551
5.3211	-21.4430
21.1316	-31.3240
14.8612	-29.7939
8.5909	-28.3251
27.4016	-30.2719
46.2119	-26.1872
39.9415	-27.7344
33.6719	-29.0341
2.3211	-27.7130
-29.0293	-31.2611
-35.2997	-30.6560
-41.5701	-29.4457
-22.7590	-29.9163
-3.9493	-25.9993
-10.2190	-26.6114
-16.4890	-28.5087
36.6719	2.3159
-26.0293	25.1689
-32.2997	25.7740
-38.5701	26.9843
-19.7590	26.5137
-0.9493	30.4307
-7.2190	29.8186
-13.4890	27.9213
-44.8397	27.9929
34.9719	33.6659
28.7016	32.4281
22.4316	31.3760
41.2415	34.9656
-57.3800	30.4136
-51.1100	29.2705
47.5119	36.5128
-47.8397	21.7229
-60.3800	24.1436
-54.1100	23.0005
-41.5701	20.7143
-22.7590	20.2437
-29.0293	18.8989
-35.2997	19.5040
49.2119	30.2428
17.8612	26.6361
11.5909	28.1049
5.3211	28.7170
24.1316	25.1060
42.9415	28.6956
36.6719	27.3959
30.4016	26.1581
16.1612	32.9061
0.6211	41.2570
-5.6493	42.9707
-11.9190	42.3586
6.8909	40.6449
25.7016	38.6981
19.4316	37.6460
13.1612	39.1761
-18.1890	40.4613
-49.5397	40.5329
-62.0800	42.9536
-55.8100	41.8105
-43.2701	39.5243
-24.4590	39.0537
-30.7293	37.7089
-36.9997	38.3140
-15.1890	34.1913
-21.4590	32.7837
-27.7293	31.4389
-8.9190	36.0886
9.8909	34.3749
3.6211	34.9870
-2.6493	36.7007
-33.9997	32.0440
44.5119	42.7828
38.2415	41.2356
31.9719	39.9359
-52.8100	35.5405
-40.2701	33.2543
-46.5397	34.2629
-59.0800	36.6836
-16.4890	21.6513
22.4316	6.2960
16.1612	7.8261
9.8909	9.2949
28.7016	7.3481
47.5119	11.4328
41.2415	9.8856
34.9719	8.5859
3.6211	9.9070
-27.7293	6.3589
-33.9997	6.9640
-40.2701	8.1743
-21.4590	7.7037
-2.6493	11.6207
-8.9190	11.0086
-15.1890	9.1113
5.3211	3.6370
-0.9493	5.3507
-7.2190	4.7386
11.5909	3.0249
30.4016	1.0781
24.1316	0.0260
17.8612	1.5561
-13.4890	2.8413
-44.8397	2.9129
-57.3800	5.3336
-51.1100	4.1905
-38.5701	1.9043
-19.7590	1.4337
-26.0293	0.0889
-32.2997	0.6940
-46.5397	9.1829
-55.8100	16.7305
46.2119	23.9728
39.9415	22.4256
-62.0800	17.8736
-36.9997	13.2340
-43.2701	14.4443
-49.5397	15.4529
33.6719	21.1259
2.3211	22.4470
-3.9493	24.1607
-10.2190	23.5486
8.5909	21.8349
27.4016	19.8881
21.1316	18.8360
14.8612	20.3661
31.9719	14.8559
25.7016	13.6181
19.4316	12.5660
38.2415	16.1556
-59.0800	11.6036
-52.8100	10.4605
44.5119	17.7028
13.1612	14.0961
-18.1890	15.3813
-24.4590	13.9737
-30.7293	12.6289
-11.9190	17.2786
6.8909	15.5649
0.6211	16.1770
-5.6493	17.8907
-96.3800	17.2716
-102.6500	15.3743
-108.9200	13.9667
-90.1103	17.8837
-131.0007	9.1759
-143.5410	11.5966
-137.2710	10.4535
-115.1903	12.6219
-140.2710	16.7235
-88.4103	24.1537
-94.6800	23.5416
-146.5410	17.8666
-121.4607	13.2270
-127.7311	14.4373
-134.0007	15.4459
-123.0311	1.8973
-129.3007	2.9059
-141.8410	5.3266
-116.7607	0.6870
-97.9500	2.8343
-104.2200	1.4267
-110.4903	0.0819
-135.5710	4.1835
-112.1903	6.3519
-118.4607	6.9570
-124.7311	8.1673
-105.9200	7.6967
-87.1103	11.6137
-93.3800	11.0016
-99.6500	9.1043
-100.9500	21.6443
-99.6500	34.1843
-105.9200	32.7767
-112.1903	31.4319
-93.3800	36.0816
-141.8410	30.4066
-135.5710	29.2635
-87.1103	36.6937
-118.4607	32.0370
-90.1103	42.9637
-96.3800	42.3516
-102.6500	40.4543
-137.2710	35.5335
-124.7311	33.2473
-131.0007	34.2559
-143.5410	36.6766
-132.3007	21.7159
-144.8410	24.1366
-138.5710	22.9935
-126.0311	20.7073
-107.2200	20.2367
-113.4903	18.8919
-119.7607	19.4970
-85.4103	30.4237
-116.7607	25.7670
-123.0311	26.9773
-129.3007	27.9859
-110.4903	25.1619
-91.6800	29.8116
-97.9500	27.9143
-104.2200	26.5067
-91.6800	4.7316
-138.5710	-27.1665
-85.4103	-19.7363
-91.6800	-20.3484
-144.8410	-26.0234
-119.7607	-30.6630
-126.0311	-29.4527
-132.3007	-28.4441
-97.9500	-22.2457
-129.3007	-22.1741
-141.8410	-19.7534
-135.5710	-20.8965
-123.0311	-23.1827
-104.2200	-23.6533
-110.4903	-24.9981
-116.7607	-24.3930
-115.1903	-37.5381
-121.4607	-36.9330
-127.7311	-35.7227
-108.9200	-36.1933
-90.1103	-32.2763
-96.3800	-32.8884
-102.6500	-34.7857
-134.0007	-34.7141
-100.9500	-28.5157
-107.2200	-29.9233
-113.4903	-31.2681
-94.6800	-26.6184
-146.5410	-32.2934
-140.2710	-33.4365
-88.4103	-26.0063
-87.1103	-13.4663
-88.4103	-0.9263
-94.6800	-1.5384
-100.9500	-3.4357
-140.2710	-8.3565
-127.7311	-10.6427
-134.0007	-9.6341
-146.5410	-7.2134
-107.2200	-4.8433
-144.8410	-0.9434
-138.5710	-2.0865
-85.4103	5.3437
-132.3007	-3.3641
-113.4903	-6.1881
-119.7607	-5.5830
-126.0311	-4.3727
-118.4607	-18.1230
-124.7311	-16.9127
-131.0007	-15.9041
-112.1903	-18.7281
-93.3800	-14.0784
-99.6500	-15.9757
-105.9200	-17.3833
-143.5410	-13.4834
-108.9200	-11.1133
-115.1903	-12.4581
-121.4607	-11.8530
-102.6500	-9.7057
-137.2710	-14.6265
-90.1103	-7.1963
-96.3800	-7.8084
-108.9200	39.0467
100.4003	6.9640
94.1299	8.1743
87.8603	9.1829
106.6707	6.3589
125.4810	11.0086
119.2110	9.1113
112.9410	7.7037
75.3200	11.6036
109.9410	13.9737
103.6707	12.6289
97.4003	13.2340
116.2110	15.3813
81.5900	10.4605
128.7507	17.8907
122.4810	17.2786
133.4507	5.3507
127.1810	4.7386
120.9110	2.8413
80.2900	-2.0795
92.8299	-4.3657
86.5603	-3.3571
74.0200	-0.9364
114.6410	1.4337
77.0200	5.3336
83.2900	4.1905
131.7507	11.6207
89.5603	2.9129
108.3707	0.0889
102.1003	0.6940
95.8299	1.9043
91.1299	14.4443
95.8299	26.9843
89.5603	27.9929
77.0200	30.4136
102.1003	25.7740
120.9110	27.9213
114.6410	26.5137
108.3707	25.1689
83.2900	29.2705
106.6707	31.4389
100.4003	32.0440
94.1299	33.2543
112.9410	32.7837
131.7507	36.7007
125.4810	36.0886
119.2110	34.1913
124.1810	23.5486
117.9110	21.6513
111.6410	20.2437
130.4507	24.1607
84.8603	15.4529
72.3200	17.8736
78.5900	16.7305
105.3707	18.8989
80.2900	23.0005
133.4507	30.4307
127.1810	29.8186
74.0200	24.1436
99.1003	19.5040
92.8299	20.7143
86.5603	21.7229
99.1003	-5.5760
111.6410	-29.9163
105.3707	-31.2611
99.1003	-30.6560
117.9110	-28.5087
78.5900	-33.4295
130.4507	-25.9993
124.1810	-26.6114
92.8299	-29.4457
127.1810	-20.3414
120.9110	-22.2387
114.6410	-23.6463
133.4507	-19.7293
86.5603	-28.4371
74.0200	-26.0164
80.2900	-27.1595
-146.5410	42.9466
-140.2710	41.8035
128.7507	-32.2693
-134.0007	40.5259
-115.1903	37.7019
-121.4607	38.3070
-127.7311	39.5173
122.4810	-32.8814
91.1299	-35.7157
84.8603	-34.7071
72.3200	-32.2864
97.4003	-36.9260
116.2110	-34.7787
109.9410	-36.1863
103.6707	-37.5311
108.3707	-24.9911
103.6707	-12.4511
97.4003	-11.8460
91.1299	-10.6357
109.9410	-11.1063
128.7507	-7.1893
122.4810	-7.8014
116.2110	-9.6987
84.8603	-9.6271
117.9110	-3.4287
111.6410	-4.8363
105.3707	-6.1811
124.1810	-1.5314
72.3200	-7.2064
78.5900	-8.3495
130.4507	-0.9193
83.2900	-20.8895
131.7507	-13.4593
125.4810	-14.0714
77.0200	-19.7464
102.1003	-24.3860
95.8299	-23.1757
89.5603	-22.1671
119.2110	-15.9687
87.8603	-15.8971
75.3200	-13.4764
81.5900	-14.6195
94.1299	-16.9057
112.9410	-17.3763
106.6707	-18.7211
100.4003	-18.1160
